machineName,prefix,additionalInfo
203663-4-H,,physical display count did not match data from C-nario
203663-4-H,,Error occurred while getting display configurations: display count did not match
203669-17-H,,physical display count did not match data from C-nario
203663-4-H,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
203669-17-H,,Error occurred while getting display configurations: display count did not match
203669-17-H,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
203655-4-H,PV,successful
203681-1-H,,Computer: 203681-1-H failed to download or is disconnected. Error: The network path was not found. : '\\203681-1-H\C$\Install\extract v2.5.zip'
203669-4-H,PV,successful
203671-12-H,LR_PV,successful
203681-2-T,PMP,successful
203681-1-T,PP_LH,successful
203686-4-H,PV,successful
203690-3-T,LR_LPH,successful
203686-3-H,LPH_LR,successful
203690-4-T,PV,successful
203686-1-H,,Computer: 203686-1-H failed to download or is disconnected. Error: The network path was not found. : '\\203686-1-H\C$\Install\extract v2.5.zip'
203691-3-H,LR,successful
203699-1-T,PMP,successful
203691-4-H,PV,successful
203698-12-T,,Computer: 203698-12-T failed to download or is disconnected. Error: The network path was not found. : '\\203698-12-T\C$\Install\extract v2.5.zip'
203699-2-T,LH,successful
203702-17-T,LR_LPH,successful
203702-4-T,PV,successful
203704-3-T,LPH_LR,successful
203702-1-T,,Computer: 203702-1-T failed to download or is disconnected. Error: The network path was not found. : '\\203702-1-T\C$\Install\extract v2.5.zip'
203704-4-T,PV,successful
203706-4-H,,Computer: 203706-4-H failed to download or is disconnected. Error: The target account name is incorrect. : '\\203706-4-H\C$\Install\extract v2.5.zip'
203706-3-H,LPH_LR,successful
203706-10-H,LH_PMP,successful
203718-12-H,,physical display count did not match data from C-nario
203718-12-H,,Error occurred while getting display configurations: display count did not match
203718-12-H,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
203718-1-H,,Computer: 203718-1-H failed to download or is disconnected. Error: The network path was not found. : '\\203718-1-H\C$\Install\extract v2.5.zip'
203708-12-H,,Computer: 203708-12-H failed to download or is disconnected. Error: The network path was not found. : '\\203708-12-H\C$\Install\extract v2.5.zip'
203708-1-H,,Computer: 203708-1-H failed to download or is disconnected. Error: The network path was not found. : '\\203708-1-H\C$\Install\extract v2.5.zip'
203719-9-T,LH_LR,successful
203721-17-H,,Computer: 203721-17-H failed to download or is disconnected. Error: The network path was not found. : '\\203721-17-H\C$\Install\extract v2.5.zip'
203723-10-H,PMP_LH,successful
203721-4-H,,Computer: 203721-4-H failed to download or is disconnected. Error: The network path was not found. : '\\203721-4-H\C$\Install\extract v2.5.zip'
203724-1-T,,Computer: 203724-1-T failed to download or is disconnected. Error: The network path was not found. : '\\203724-1-T\C$\Install\extract v2.5.zip'
203723-3-H,LPH_LR,successful
203724-3-T,,Computer: 203724-3-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\203724-3-T\C$\Install\extract v2.5.zip'
203724-4-T,PV,successful
203729-10-H,PV,successful
203729-1-H,,nonLoadableDeviceName was not changed
203729-1-H,,Error occurred while processing subkey 637443463341341380: nonloadable was not changed
203729-3-H,LR,successful
203732-17-T,,physical display count did not match data from C-nario
203732-17-T,,Error occurred while getting display configurations: display count did not match
203732-17-T,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
203732-4-T,,nonLoadableDeviceName was not changed
203732-4-T,,Error occurred while processing subkey 638000741137099590: nonloadable was not changed
203740-3-H,,Computer: 203740-3-H failed to download or is disconnected. Error: The network path was not found. : '\\203740-3-H\C$\Install\extract v2.5.zip'
203733-1-H,,Computer: 203733-1-H failed to download or is disconnected. Error: The network path was not found. : '\\203733-1-H\C$\Install\extract v2.5.zip'
203740-3-T,,Computer: 203740-3-T failed to download or is disconnected. Error: The network path was not found. : '\\203740-3-T\C$\Install\extract v2.5.zip'
203740-4-T,,Computer: 203740-4-T failed to download or is disconnected. Error: The network path was not found. : '\\203740-4-T\C$\Install\extract v2.5.zip'
203742-17-H,LR,successful
203741-12-H,PV_LR,successful
203742-17-T,,Computer: 203742-17-T failed to download or is disconnected. Error: The network path was not found. : '\\203742-17-T\C$\Install\extract v2.5.zip'
203742-4-T,,Computer: 203742-4-T failed to download or is disconnected. Error: The network path was not found. : '\\203742-4-T\C$\Install\extract v2.5.zip'
203742-4-H,PV,successful
203741-1-H,,Computer: 203741-1-H failed to download or is disconnected. Error: The network path was not found. : '\\203741-1-H\C$\Install\extract v2.5.zip'
203743-12-T,LR_PV,successful
203745-3-T,LPH_LR,successful
203747-3-H,LR_LPH,successful
203750-10-H,,Computer: 203750-10-H failed to download or is disconnected. Error: The network path was not found. : '\\203750-10-H\C$\Install\extract v2.5.zip'
203745-4-T,PV,successful
203747-4-H,PV,successful
203750-3-H,,Computer: 203750-3-H failed to download or is disconnected. Error: The network path was not found. : '\\203750-3-H\C$\Install\extract v2.5.zip'
203752-1-T,LH,successful
203750-10-T,LH_PMP,successful
203750-3-T,LPH_LR,successful
203750-1-T,,Computer: 203750-1-T failed to download or is disconnected. Error: The network path was not found. : '\\203750-1-T\C$\Install\extract v2.5.zip'
203753-3-T,LR,successful
203754-1-H,PV,successful
203753-10-T,PMP_LH,successful
203754-3-SV,,Computer: 203754-3-SV failed to download or is disconnected. Error: The network path was not found. : '\\203754-3-SV\C$\Install\extract v2.5.zip'
203754-3-H,LR,successful
203756-1-T,,Computer: 203756-1-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\203756-1-T\C$\Install\extract v2.5.zip'
203753-1-T,,Computer: 203753-1-T failed to download or is disconnected. Error: The network path was not found. : '\\203753-1-T\C$\Install\extract v2.5.zip'
203757-3-T,,Computer: 203757-3-T failed to download or is disconnected. Error: The network path was not found. : '\\203757-3-T\C$\Install\extract v2.5.zip'
203756-3-T,LR_LPH,successful
203756-10-T,LH_PMP,successful
203757-3-H,LPH_LR,successful
203759-2-T,PMP,successful
203763-12-T,PV_LR,successful
203759-1-T,PP_LH,successful
203762-12-H,LH_LR,successful
203765-10-H,,Not enough Free space on drive C: 11 GB
203765-3-H,LPH_LR,successful
203767-12-H,PV_LR,successful
203763-1-T,,Computer: 203763-1-T failed to download or is disconnected. Error: The network path was not found. : '\\203763-1-T\C$\Install\extract v2.5.zip'
203769-1-T,,Computer: 203769-1-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\203769-1-T\C$\Install\extract v2.5.zip'
203768-10-T,,physical display count did not match data from C-nario
203768-3-T,,physical display count did not match data from C-nario
203768-10-T,,Error occurred while getting display configurations: display count did not match
203768-3-T,,Error occurred while getting display configurations: display count did not match
203768-10-T,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
203768-3-T,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
203765-1-H,,Computer: 203765-1-H failed to download or is disconnected. Error: The network path was not found. : '\\203765-1-H\C$\Install\extract v2.5.zip'
203769-12-T,PV_LR,successful
203770-3-T,LR_LPH,successful
203770-4-T,PV_LH,successful
203772-1-T,,Computer: 203772-1-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\203772-1-T\C$\Install\extract v2.5.zip'
203773-4-H-TEST,,Computer: 203773-4-H-TEST failed to download or is disconnected. Error: The network path was not found. : '\\203773-4-H-TEST\C$\Install\extract v2.5.zip'
203773-3-H,LR,successful
203772-17-T,LPH_LR,successful
203773-4-H,PV,successful
203775-1-H,,Computer: 203775-1-H failed to download or is disconnected. Error: The network path was not found. : '\\203775-1-H\C$\Install\extract v2.5.zip'
203774-2-T,PMP,successful
203774-1-T,LH_PMP,successful
203772-4-T,PV,successful
203775-3-H,LPH_LR,successful
203776-3-T,LPH_LR,successful
203775-4-H,,Not enough Free space on drive C: 15 GB
203777-4-H,PV,successful
203779-12-H,PV_LR,successful
203776-4-T,PV_LH,successful
203791-12-H,,Computer: 203791-12-H failed to download or is disconnected. Error: The network path was not found. : '\\203791-12-H\C$\Install\extract v2.5.zip'
203777-3-H,,Computer: 203777-3-H failed to download or is disconnected. Error: The network path was not found. : '\\203777-3-H\C$\Install\extract v2.5.zip'
203791-12-T,,nonLoadableDeviceName was not changed
203791-12-T,,Error occurred while processing subkey 638536999839223728: nonloadable was not changed
203779-1-H,,Computer: 203779-1-H failed to download or is disconnected. Error: The network path was not found. : '\\203779-1-H\C$\Install\extract v2.5.zip'
203792-10-H,PMP_LH,successful
203796-1-T,,Computer: 203796-1-T failed to download or is disconnected. Error: The network path was not found. : '\\203796-1-T\C$\Install\extract v2.5.zip'
203792-3-H,LR_LPH,successful
203791-1-H,,Computer: 203791-1-H failed to download or is disconnected. Error: The network path was not found. : '\\203791-1-H\C$\Install\extract v2.5.zip'
203796-10-T,LH_PMP,successful
203798-3-H,LPH_LR,successful
203796-3-T,LR_LPH,successful
203797-3-H,,Computer: 203797-3-H failed to download or is disconnected. Error: The network path was not found. : '\\203797-3-H\C$\Install\extract v2.5.zip'
203797-4-H,,Computer: 203797-4-H failed to download or is disconnected. Error: The network path was not found. : '\\203797-4-H\C$\Install\extract v2.5.zip'
203800-1-H,,Computer: 203800-1-H failed to download or is disconnected. Error: The network path was not found. : '\\203800-1-H\C$\Install\extract v2.5.zip'
203798-4-H,PV,successful
203799-3-T,LPH_LR,successful
203800-3-H,LR,successful
203800-4-H,LH_PV,successful
203803-1-T,,Not enough Free space on drive C: 13 GB
203799-4-T,LH_PP,successful
203804-1-T,,Computer: 203804-1-T failed to download or is disconnected. Error: The network path was not found. : '\\203804-1-T\C$\Install\extract v2.5.zip'
203803-3-T,LPH_LR,successful
203804-12-T,LH_LR,successful
203803-4-T,LH_PV,successful
203802-12-T,,Computer: 203802-12-T failed to download or is disconnected. Error: The network path was not found. : '\\203802-12-T\C$\Install\extract v2.5.zip'
203806-12-T,LH_LR,successful
203805-3-T,,Computer: 203805-3-T failed to download or is disconnected. Error: The network path was not found. : '\\203805-3-T\C$\Install\extract v2.5.zip'
203811-3-H,LPH_LR,successful
203805-4-T,,Computer: 203805-4-T failed to download or is disconnected. Error: The network path was not found. : '\\203805-4-T\C$\Install\extract v2.5.zip'
203806-1-T,,Computer: 203806-1-T failed to download or is disconnected. Error: The network path was not found. : '\\203806-1-T\C$\Install\extract v2.5.zip'
203819-4-H,PV,successful
203821-3-H,LPH_LR,successful
203819-17-H,,physical display count did not match data from C-nario
203819-17-H,,Error occurred while getting display configurations: display count did not match
203819-17-H,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
203811-4-H,,physical display count did not match data from C-nario
203811-4-H,,Error occurred while getting display configurations: display count did not match
203811-4-H,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
203827-1-H,,Computer: 203827-1-H failed to download or is disconnected. Error: The network path was not found. : '\\203827-1-H\C$\Install\extract v2.5.zip'
203821-4-H,PV,successful
203827-3-H,,Error occurred while compiling prefix: You cannot call a method on a null-valued expression.
203827-3-H,,prefix is empty
203820-10-H,,Computer: 203820-10-H failed to download or is disconnected. Error: The network path was not found. : '\\203820-10-H\C$\Install\extract v2.5.zip'
